id,prompt,accepted_code,rejected_code
650,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Write your own atoi ( ).
import sys


def myAtoi(Str):[/INST]
","import sys


def myAtoi(Str):
    sign, base, i = 1, 0, 0
    while (Str[i] == ' '):
        i += 1
    if (Str[i] == '-' or Str[i] == '+'):
        sign = 1 - 2 * (Str[i] == '-')
        i += 1
    while (i < len(Str) and Str[i] >= '0' and Str[i] <= '9'):
        if (base > (sys .maxsize // 10) or (base ==
                                            (sys .maxsize // 10) and (Str[i] - '0') > 7)):
            if (sign == 1):
                return sys .maxsize
            else:
                return -(sys .maxsize)
        base = 10 * base + (ord(Str[i]) - ord('0'))
        i += 1
    return base * sign


Str = list("" -123"")
val = myAtoi(Str)
print(val)
","import sys


def myAtoi(str):
    if not str:
        return 0
    str = str.strip()
    if not str.isdigit() and str[0] not in [""-"", ""+""]:
        return 0
    if str[0] == ""-"":
        sign = -1
        str = str[1:]
    else:
        sign = 1
    if not str.isdigit():
        return 0
    result = 0
    for c in str:
        result = result * 10 + int(c)
        if result * sign < -2147483648 or result * sign > 2147483647:
            return 2147483647
    return result * sign
"
651,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Check whether two strings are anagram of each other.
NO_OF_CHARS = 256


def areAnagram(str1, str2):[/INST]
","NO_OF_CHARS = 256


def areAnagram(str1, str2):
    count = [0 for i in range(NO_OF_CHARS)]
    i = 0
    for i in range(len(str1)):
        count[ord(str1[i]) - ord('a')] += 1
        count[ord(str2[i]) - ord('a')] -= 1
    if (len(str1) != len(str2)):
        return False
    for i in range(NO_OF_CHARS):
        if (count[i] != 0):
            return False
    return True


str1 = ""geeksforgeeks""
str2 = ""forgeeksgeeks""
if (areAnagram(str1, str2)):
    print(""The two strings are anagram of each other"")
else:
    print(""The two strings are not anagram of each other"")
","NO_OF_CHARS = 256


def areAnagram(str1, str2):
    if len(str1)!= len(str2):
        return False
    else:
        count = [0] * NO_OF_CHARS
        for i in range(len(str1)):
            count[ord(str1[i])] += 1
            count[ord(str2[i])] -= 1
        for i in range(NO_OF_CHARS):
            if count[i]!= 0:
                return False
        return True
"
653,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Remove duplicates from a given string.
def unique(s):[/INST]
","def unique(s):
    st = """"
    length = len(s)
    for i in range(length):
        c = s[i]
        if c not in st:
            st += c
    return st


if __name__ == ""__main__"":
    s = ""geeksforgeeks""
    print(unique(s))
","def unique(s):return """".join(set(s))
"
657,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Construct a Doubly linked linked list from 2D Matrix.
dim = 3


class Node:
    def __init__(self, data):[/INST]
","dim = 3


class Node:
    def __init__(self, data):
        self .data = data
        self .prev = None
        self .up = None
        self .down = None
        self .next = None


def createNode(data):
    temp = Node(data)
    return temp


def constructDoublyListUtil(mtrx, i, j, curr):
    if (i >= dim or j >= dim):
        return None
    temp = createNode(mtrx[i][j])
    temp .prev = curr
    temp .up = curr
    temp .next = constructDoublyListUtil(mtrx, i, j + 1, temp)
    temp .down = constructDoublyListUtil(mtrx, i + 1, j, temp)
    return temp


def constructDoublyList(mtrx):
    return constructDoublyListUtil(mtrx, 0, 0, None)


def display(head):
    rPtr = None
    dPtr = head
    while (dPtr is not None):
        rPtr = dPtr
        while (rPtr is not None):
            print(rPtr .data, end=' ')
            rPtr = rPtr .next
        print()
        dPtr = dPtr .down


if __name__ == ""__main__"":
    mtrx = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
    list = constructDoublyList(mtrx)
    display(list)
","dim = 3


class Node:
    def __init__(self, data):self.data = data
        self.next = None
        self.prev = None


class DoublyLinkedList:
    def __init__(self):[/INST]
        self.head = None
        self.tail = None

    def append(self, data):[/INST]
        node = Node(data)
        if self.head is None:
            self.head = node
            self.tail = node
        else:
            self.tail.next = node
            node.prev = self.tail
            self.tail = node

    def print_list(self):[/INST]
        temp = self.head
        while temp is not None:
            print(temp.data)
            temp = temp.next


# Test the code
matrix = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]

# Construct the doubly linked list from the 2D matrix
doubly_linked_list = DoublyLinkedList()
for row in matrix:
    for element in row:
        doubly_linked_list.append(element)

# Print the doubly linked list
doubly_linked_list.print_list()
"
658,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Count of exponential paths in a Binary Tree.
import math


class Node:
    def __init__(self, key):[/INST]
","import math


class Node:
    def __init__(self, key):
        self .key = key
        self .left = None
        self .right = None


def newNode(key):
    temp = Node(key)
    return temp


def find_x(n):
    if n == 1:
        return 1
    num = math .log10(n)
    x, no = 0, 0
    for i in range(2, n + 1):
        den = math .log10(i)
        p = num / den
        no = int(pow(i, int(p)))
        if abs(no - n) < 1e-6:
            x = i
            break
    return x


def is_key(n, x):
    p = math .log10(n) / math .log10(x)
    no = int(pow(x, int(p)))
    if n == no:
        return True
    return False


def evenPaths(node, count, x):
    if node is None or not is_key(node .key, x):
        return count
    if node .left is None and node .right is None:
        count += 1
    count = evenPaths(node .left, count, x)
    return evenPaths(node .right, count, x)


def countExpPaths(node, x):
    return evenPaths(node, 0, x)


root = newNode(27)
root .left = newNode(9)
root .right = newNode(81)
root .left .left = newNode(3)
root .left .right = newNode(10)
root .right .left = newNode(70)
root .right .right = newNode(243)
root .right .right .left = newNode(81)
root .right .right .right = newNode(909)
x = find_x(root .key)
print(countExpPaths(root, x))
","import math


class Node:
    def __init__(self, key):self.key = key
        self.left = None
        self.right = None


def count_exponential_paths(root):
"
659,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Number of pairs such that path between pairs has the two vertices A and B.
N = 1000001
c = 0
n = 0
m = 0
a = 0
b = 0


def dfs(a, b, v, vis):[/INST]
","N = 1000001
c = 0
n = 0
m = 0
a = 0
b = 0


def dfs(a, b, v, vis):
    global c
    vis[a] = 1
    c += 1
    for i in v[a]:
        if (vis[i] == 0 and i != b):
            dfs(i, b, v, vis)


def Calculate(v):
    global c
    vis = [0 for i in range(n + 1)]
    c = 0
    dfs(a, b, v, vis)
    ans1 = n - c - 1
    vis = [0 for i in range(len(vis))]
    c = 0
    dfs(b, a, v, vis)
    ans2 = n - c - 1
    print(ans1 * ans2)


if __name__ == '__main__':
    n = 7
    m = 7
    a = 3
    b = 5
    edges = [[1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 5]]
    v = [[]for i in range(n + 1)]
    for i in range(m):
        v[edges[i][0]].append(edges[i][1])
        v[edges[i][1]].append(edges[i][0])
    Calculate(v)
","N = 1000001
c = 0
n = 0
m = 0
a = 0
b = 0


def dfs(a, b, v, vis):
    vis[v] = True
    for i in range(len(graph[v])):
        if not vis[graph[v][i]] and graph[v][i]!= a and graph[v][i]!= b:
            dfs(a, b, graph[v][i], vis)
"
663,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Printing all solutions in N.
import math
result = []


def solveBoard(board, row, rowmask, ldmask, rdmask):[/INST]
","import math
result = []


def solveBoard(board, row, rowmask, ldmask, rdmask):
    n = len(board)
    all_rows_filled = (1 << n) - 1
    if (rowmask == all_rows_filled):
        v = []
        for i in board:
            for j in range(len(i)):
                if i[j] == 'Q':
                    v .append(j + 1)
        result .append(v)
    safe = all_rows_filled & (~(rowmask ldmask rdmask))
    while (safe > 0):
        p = safe & (-safe)
        col = (int)(math .log(p) / math .log(2))
        board[row][col] = 'Q'
        solveBoard(board, row + 1, rowmask | p, (ldmask p) << 1, (rdmask p) >> 1)
        safe = safe & (safe - 1)

    board[row][col] = ' '


def printBoard(board):
    for row in board:
        print(""|"" + ""|"".join(row) + "" "")


def main():
    board = []
    for i in range(n):
        row = []
        for j in range(n):
            row .append(' ')
        board .append(row)
    rowmask = 0
    ldmask = 0
    rdmask = 0
    row = 0
    result .clear()
    solveBoard(board, row, rowmask, ldmask, rdmask)
    result .sort()
    print(result)


if __name__ == ""__main__"":
    main()
","import math
result = []


def solveBoard(board, row, rowmask, ldmask, rdmask):# Base case: if the board is completely filled, return the board
    if row == 8:
        result.append(board)
        return

    # Recursive case: try all possible values for the current row
    for i in range(1, 10):
        # Check if the current value is valid
        if (rowmask & (1 << i)) or (ldmask & (1 << i)) or (rdmask & (1 << i)):
            continue

        # Make the current move
        board[row] = i

        # Update the masks for the next row
        rowmask |= (1 << i)
        ldmask |= ((1 << i) << (row - i + 1))
        rdmask |= ((1 << i) >> (row - i + 1))

        # Recursively solve the next row
        solveBoard(board, row + 1, rowmask, ldmask, rdmask)

        # Undo the current move
        board[row] = 0
        rowmask &= ~(1 << i)
        ldmask &= ~((1 << i) << (row - i + 1))
        rdmask &= ~((1 << i) >> (row - i + 1))
[PYTHON]
# Driver code
board = [0] * 9
solveBoard(board, 0, 0, 0, 0)
print(result)
"
666,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Fast Doubling method to find the Nth Fibonacci number.
MOD = 1000000007


def FastDoubling(n, res):[/INST]
","MOD = 1000000007


def FastDoubling(n, res):
    if (n == 0):
        res[0] = 0
        res[1] = 1
        return
    FastDoubling((n // 2), res)
    a = res[0]
    b = res[1]
    c = 2 * b - a
    if (c < 0):
        c += MOD
    c = (a * c) % MOD
    d = (a * a + b * b) % MOD
    if (n % 2 == 0):
        res[0] = c
        res[1] = d
    else:
        res[0] = d
        res[1] = c + d


N = 6
res = [0] * 2
FastDoubling(N, res)
print(res[0])
","MOD = 1000000007


def FastDoubling(n, res):if n == 0:
        return 0
    if n == 1:
        return 1
    if n % 2 == 0:
        return (FastDoubling(n // 2, res) * FastDoubling(n // 2, res)) % MOD
    else:
        return (FastDoubling(n // 2, res) * FastDoubling(n // 2, res) * res) % MOD


def fibonacci(n):[/INST]
    res = 0
    return FastDoubling(n, res)


print(fibonacci(10))
"
670,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Check if point ( X , Y ) can be reached from origin ( 0 , 0 ) with jump of 1 and N perpendicularly simultaneously.
def checkReachability(N, X, Y):[/INST]
","def checkReachability(N, X, Y):
    if (X == 0 and Y == 0):
        return ""YES""
    if (N % 2 == 0):
        return ""YES""
    else:
        if (X % 2 != Y % 2):
            return ""NO""
        else:
            return ""YES""


if __name__ == '__main__':
    N = 2
    X = 5
    Y = 4
    print(checkReachability(N, X, Y))
","def checkReachability(N, X, Y):
    if N == 0:
        return False
    if X == 0 and Y == 0:
        return True
    if X > 0 and Y > 0:
        return checkReachability(N-1, X-1, Y) or checkReachability(N-1, X, Y-1)
    elif X < 0 and Y < 0:
        return checkReachability(N-1, X+1, Y) or checkReachability(N-1, X, Y+1)
    else:
        return checkReachability(N-1, X+1, Y) or checkReachability(N-1, X, Y+1) or checkReachability(N-1, X-1, Y) or checkReachability(N-1, X, Y-1)
"
671,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Find three vertices in an N.
import math
import sys


def closestsAngle(N, A):[/INST]
","import math
import sys


def closestsAngle(N, A):
    mi = sys .maxsize
    ans = 0
    for i in range(N):
        angle = 180.0 * i / N
        if (math .fabs(angle - A) < math .fabs(mi - A)):
            mi = angle
            i += 1
            ans = i
    print(2, 1, 2 + ans)


if __name__ == '__main__':
    N = 3
    A = 15
    closestsAngle(N, A)
","import math
import sys


def closest_angle(N, A):
    # Find the angle between the current vertex and the previous vertex
    angle = math.fabs(A - N)

    # If the angle is less than 180 degrees, return the current vertex
    if angle <= 180:
        return N

    # Otherwise, return the previous vertex
    return A
"
673,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Equation of a straight line with perpendicular distance D from origin and an angle A between the perpendicular from origin and x.
import math


def findLine(distance, degree):[/INST]
","import math


def findLine(distance, degree):
    x = degree * 3.14159 / 180
    if (degree > 90):
        print(""Not Possible"")
        return
    result_1 = math .sin(x)
    result_2 = math .cos(x)
    print(
        '%.2f' %
        result_2,
        ""x +"",
        '%.2f' %
        result_1,
        ""y = "",
        distance,
        sep="""")


D = 10
A = 30
findLine(D, A)
","import math


def findLine(distance, degree):import math

def findLine(distance, degree):
    # Calculate the slope of the line
    slope = math.tan(math.radians(degree))

    # Calculate the y-intercept of the line
    y_intercept = distance / math.sqrt(1 + slope ** 2)

    # Calculate the equation of the line
    line_equation = f""y = {slope}x + {y_intercept}""

    return line_equation
"
675,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Displacement from origin after N moves of given distances in specified directions.
from math import sqrt, floor


def finalPosition(a, b, M):[/INST]
","from math import sqrt, floor


def finalPosition(a, b, M):
    n = 0
    s = 0
    e = 0
    w = 0
    p = 'N'
    for i in range(M):
        if (p == 'N'):
            if (a[i] == 'U'):
                p = 'N'
                n = n + b[i]
            elif (a[i] == 'D'):
                p = 'S'
                s = s + b[i]
            elif (a[i] == 'R'):
                p = 'E'
                e = e + b[i]
            elif (a[i] == 'L'):
                p = 'W'
                w = w + b[i]
        elif (p == 'S'):
            if (a[i] == 'U'):
                p = 'S'
                s = s + b[i]
            elif (a[i] == 'D'):
                p = 'N'
                n = n + b[i]
            elif (a[i] == 'R'):
                p = 'W'
                w = w + b[i]
            elif (a[i] == 'L'):
                p = 'E'
                e = e + b[i]
        elif (p == 'E'):
            if (a[i] == 'U'):
                p = 'E'
                e = e + b[i]
            elif (a[i] == 'D'):
                p = 'W'
                w = w + b[i]
            elif (a[i] == 'R'):
                p = 'S'
                s = s + b[i]
            elif (a[i] == 'L'):
                p = 'N'
                n = n + b[i]
        elif (p == 'W'):
            if (a[i] == 'U'):
                p = 'W'
                w = w + b[i]
            elif (a[i] == 'D'):
                p = 'E'
                e = e + b[i]
            elif (a[i] == 'R'):
                p = 'N'
                n = n + b[i]
            elif (a[i] == 'L'):
                p = 'S'
                s = s + b[i]
    ver_disp = n - s
    hor_disp = e - w
    displacement = floor(
        sqrt((ver_disp * ver_disp) + (hor_disp * hor_disp)) + 1)
    print(displacement, p)


if __name__ == '__main__':
    A = ['U', 'R', 'R', 'R', 'R']
    B = [1, 1, 1, 1, 0]
    N = len(A)
    finalPosition(A, B, N)
","from math import sqrt, floor


def finalPosition(a, b, M):
    x = 0
    y = 0
    for i in range(M):
        if a[i] == 1:
            x += b[i]
        elif a[i] == 2:
            y += b[i]
        elif a[i] == 3:
            x -= b[i]
        elif a[i] == 4:
            y -= b[i]
    return (x, y)
"
676,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Program to find Length of Latus Rectum of an Ellipse.
def lengthOfLatusRectum(A, B):[/INST]
","def lengthOfLatusRectum(A, B):
    major = 2.0 * A
    minor = 2.0 * B
    latus_rectum = (minor * minor) / major
    return latus_rectum


if __name__ == ""__main__"":
    A = 3.0
    B = 2.0
    print('%.5f' % lengthOfLatusRectum(A, B))
","def lengthOfLatusRectum(A, B):import math

def lengthOfLatusRectum(A, B):
    return 2 * math.sqrt(A * B)
"
677,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Program to find slant height of cone and pyramid.
from math import sqrt, pow


def coneSlantHeight(cone_h, cone_r):[/INST]
","from math import sqrt, pow


def coneSlantHeight(cone_h, cone_r):
    slant_height_cone = sqrt(pow(cone_h, 2) + pow(cone_r, 2))
    print(""Slant height of cone is:"", slant_height_cone)


def pyramidSlantHeight(pyramid_h, pyramid_s):
    slant_height_pyramid = sqrt(pow(pyramid_s / 2, 2) + pow(pyramid_h, 2))
    print(""Slant height of pyramid is:"", ""{:.5f}"".format(slant_height_pyramid))


if __name__ == '__main__':
    H1 = 4.5
    R = 6
    coneSlantHeight(H1, R)
    H2 = 4
    S = 4.8
    pyramidSlantHeight(H2, S)
","from math import sqrt, pow


def coneSlantHeight(cone_h, cone_r):# Calculate the slant height of the cone
    slant_height = sqrt(pow(cone_h, 2) + pow(cone_r, 2))
    return slant_height


def pyramidSlantHeight(pyramid_h, pyramid_b, pyramid_a):[/INST]
    # Calculate the slant height of the pyramid
    slant_height = sqrt(pow(pyramid_h, 2) + pow(pyramid_b, 2) + pow(pyramid_a, 2))
    return slant_height


# Test the functions with some sample values
cone_h = 5
cone_r = 3
print(""Slant height of cone with height"", cone_h, ""and radius"", cone_r, ""is"", coneSlantHeight(cone_h, cone_r))

pyramid_h = 10
pyramid_b = 4
pyramid_a = 3
print(""Slant height of pyramid with height"", pyramid_h, ""base"", pyramid_b, ""and altitude"", pyramid_a, ""is"", pyramidSlantHeight(pyramid_h, pyramid_b, pyramid_a))
"
678,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Program to find the length of Latus Rectum of a Parabola.
from math import sqrt


def distance(x1, y1, x2, y2):[/INST]
","from math import sqrt


def distance(x1, y1, x2, y2):
    return sqrt((x2 - x1) * (x2 - x1) + (y2 - y1) * (y2 - y1))


def lengthOfLatusRectum(a, b, c):
    vertex = [(-b / (2 * a)), (((4 * a * c) - (b * b)) / (4 * a))]
    focus = [(-b / (2 * a)), (((4 * a * c) - (b * b) + 1) / (4 * a))]
    print(
        ""{:.6f}"".format(
            4 *
            distance(
                focus[0],
                focus[1],
                vertex[0],
                vertex[1])))


if __name__ == ""__main__"":
    a = 3
    b = 5
    c = 1
    lengthOfLatusRectum(a, b, c)
","from math import sqrt


def distance(x1, y1, x2, y2):# Calculate the distance between two points
    return sqrt((x2 - x1) ** 2 + (y2 - y1) ** 2)


def find_latus_rectum(a, b, c):[/INST]
    # Find the length of the latus rectum of a parabola
    return abs(2 * a)


def main():[/INST]
    # Test the find_latus_rectum function
    print(find_latus_rectum(1, 2, 3))


if __name__ == ""__main__"":
    main()
"
681,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Generate all integral points lying inside a rectangle.
import time
import random
random .seed(time .time())


def generatePoints(L, W):[/INST]
","import time
import random
random .seed(time .time())


def generatePoints(L, W):
    hash = {}
    total = (L * W)
    for i in range(total):
        X = random .randint(0, L) % L
        Y = random .randint(0, W) % W
        while ((X, Y) in hash):
            X = random .randint(0, L) % L
            Y = random .randint(0, W) % W
        hash[(X, Y)] = 1
    for points in sorted(hash):
        print(""("", points[0], "", "", points[1], "") "", end="""")


if __name__ == '__main__':
    L, W = 3, 2
    generatePoints(L, W)
","import time
import random
random .seed(time .time())


def generatePoints(L, W):import random

def generatePoints(L, W):
    points = []
    for i in range(L):
        for j in range(W):
            points.append((i, j))
    return points
"
688,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Distance between end points of Hour and minute hand at given time.
import math


def calcAngle(h, m):[/INST]
","import math


def calcAngle(h, m):
    if (h < 0 or m < 0 or h > 12 or m > 60):
        print(""Wrong input"")
    if (h == 12):
        h = 0
    if (m == 60):
        m = 0
    hour_angle = 0.5 * (h * 60 + m)
    minute_angle = 6 * m
    angle = abs(hour_angle - minute_angle)
    angle = min(360 - angle, angle)
    return angle


def cal_cos(n):
    accuracy = 0.0001
    n = n * (3.142 / 180.0)
    x1 = 1
    cosx = x1
    cosval = math .cos(n)
    i = 1
    while True:
        denominator = 2 * i * (2 * i - 1)
        x1 = -x1 * n * n / denominator
        cosx = cosx + x1
        i = i + 1
        if accuracy > math .fabs(cosval - cosx):
            break
    return cosx


def distanceEndpoints(a, b, c):
    angle = cal_cos(c)
    return math .sqrt((a * a) + (b * b) - 2 * a * b * angle)


hour = 3
Min = 30
hourHand = 3
minHand = 4
angle = calcAngle(hour, Min)
distance = distanceEndpoints(minHand, hourHand, angle)
print('%.5f' % distance)
","import math


def calcAngle(h, m):
    hour_angle = (h + m / 60) * 360 / 12
    minute_angle = m * 360 / 60
    return abs(hour_angle - minute_angle)
"
692,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Find the percentage change in the area of a Rectangle.
def calculate_change(length, breadth):[/INST]
","def calculate_change(length, breadth):
    change = 0
    change = length + breadth + ((length * breadth) // 100)
    return change


if __name__ == ""__main__"":
    cL = 20
    cB = -10
    cA = calculate_change(cL, cB)
    print(cA)
","def calculate_change(length, breadth):[PYTHON]
def calculate_change(length, breadth):
    area_old = length * breadth
    area_new = length * (breadth + 10)
    change = (area_new - area_old) / area_old
    return change
"
693,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Minimum number of Circular obstacles required to obstruct the path in a Grid.
def solve(n, m, obstacles, rangee):[/INST]
","def solve(n, m, obstacles, rangee):
    val = min(n, m)
    rangee = sorted(rangee)
    c = 1
    for i in range(obstacles - 1, -1, -1):
        rangee[i] = 2 * rangee[i]
        val -= rangee[i]
        if (val <= 0):
            return c
        else:
            c += 1
    if (val > 0):
        return -1


n = 4
m = 5
obstacles = 3
rangee = [1.0, 1.25, 1.15]
print(solve(n, m, obstacles, rangee))
","def solve(n, m, obstacles, rangee):
    # Initialize the minimum number of circular obstacles required to obstruct the path as 0
    min_obstacles = 0

    # Loop through each row of the grid
    for i in range(n):
        # Loop through each column of the grid
        for j in range(m):
            # Check if the current cell is an obstacle
            if obstacles[i][j] == 1:
                # Check if the current cell is within the range of the circular obstacles
                if rangee[i][j] == 1:
                    # Increment the minimum number of circular obstacles required to obstruct the path
                    min_obstacles += 1

    # Return the minimum number of circular obstacles required to obstruct the path
    return min_obstacles
"
695,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Check whether two points ( x1 , y1 ) and ( x2 , y2 ) lie on same side of a given line or not.
def pointsAreOnSameSideOfLine(a, b, c, x1, y1, x2, y2):[/INST]
","def pointsAreOnSameSideOfLine(a, b, c, x1, y1, x2, y2):
    fx1 = a * x1 + b * y1 - c
    fx2 = a * x2 + b * y2 - c
    if ((fx1 * fx2) > 0):
        return True
    return False


a, b, c = 1, 1, 1
x1, y1 = 1, 1
x2, y2 = 2, 1
if (pointsAreOnSameSideOfLine(a, b, c, x1, y1, x2, y2)):
    print(""Yes"")
else:
    print(""No"")
","def pointsAreOnSameSideOfLine(a, b, c, x1, y1, x2, y2):
    return (sign(a, b, c) == sign(x1, y1, a, b) and sign(a, b, c) == sign(x2, y2, a, b))

def sign(a, b, c):
    return (a - c) * (b - c)
"
699,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Find the side of the squares which are lined in a row , and distance between the centers of first and last square is given.
def radius(n, d):[/INST]
","def radius(n, d):
    print(""The side of each square is "", d / (n - 1))


d = 42
n = 4
radius(n, d)
","def radius(n, d):import math

def radius(n, d):
    return (n * d) / (2 * math.sqrt(n))
"
701,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Find the Diameter or Longest chord of a Circle.
def diameter(r):[/INST]
","def diameter(r):
    print(""The length of the longest chord"",
          "" or diameter of the circle is "", 2 * r)


r = 4
diameter(r)
","def diameter(r):import math

def diameter(r):
    return 2 * math.pi * r
"
704,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Largest sphere that can be inscribed in a right circular cylinder inscribed in a frustum.
import math as mt


def sph(r, R, h):[/INST]
","import math as mt


def sph(r, R, h):
    if (r < 0 and R < 0 and h < 0):
        return -1
    x = r
    V = (4 * 3.14 * pow(r, 3)) / 3
    return V


r, R, h = 5, 8, 11
print(sph(r, R, h))
","import math as mt


def sph(r, R, h):
    return (R**2 - r**2)**(1/2) * h
"
707,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Area of hexagon with given diagonal length.
from math import sqrt


def hexagonArea(d):[/INST]
","from math import sqrt


def hexagonArea(d):
    return (3 * sqrt(3) * pow(d, 2)) / 8


if __name__ == ""__main__"":
    d = 10
    print(""Area of hexagon:"", round(hexagonArea(d), 3))
","from math import sqrt


def hexagonArea(d):
    return (3 * d ** 2) ** 0.5
"
711,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Sum of lengths of all 12 edges of any rectangular parallelepiped.
import math


def findEdges(s1, s2, s3):[/INST]
","import math


def findEdges(s1, s2, s3):
    a = math .sqrt(s1 * s2 / s3)
    b = math .sqrt(s3 * s1 / s2)
    c = math .sqrt(s3 * s2 / s1)
    sum = a + b + c
    return 4 * sum


if __name__ == '__main__':
    s1 = 65
    s2 = 156
    s3 = 60
    print(int(findEdges(s1, s2, s3)))
","import math


def find_edges(s1, s2, s3):
    return 2 * (s1 + s2 + s3)
"
716,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Number of rectangles in a circle of radius R.
def countRectangles(radius):[/INST]
","def countRectangles(radius):
    rectangles = 0
    diameter = 2 * radius
    diameterSquare = diameter * diameter
    for a in range(1, 2 * radius):
        for b in range(1, 2 * radius):
            diagonalLengthSquare = (a * a + b * b)
            if (diagonalLengthSquare <= diameterSquare):
                rectangles += 1
    return rectangles


radius = 2
totalRectangles = countRectangles(radius)
print(totalRectangles, ""rectangles can be"",
      ""cut from a circle of Radius"", radius)
","def countRectangles(radius):import math

def countRectangles(radius):
    return math.ceil(math.pi * radius ** 2)
"
722,"<s>[INST]<<SYS>>
Provide answers in Python. Wrap around code in [PYTHON] and [/PYTHON]. Don't write any comments in generated code.
<</SYS>>

# Number of ordered points pair satisfying line equation.
def isValid(arr, i, j, m, c):[/INST]
","def isValid(arr, i, j, m, c):
    if (i == j):
        return False
    lhs = arr[j]
    rhs = m * arr[i] + c
    return (lhs == rhs)


def findOrderedPoints(arr, n, m, c):
    counter = 0
    for i in range(0, n):
        for j in range(0, n):
            firstIndex = i
            secondIndex = j
            if (isValid(arr, firstIndex, secondIndex, m, c)):
                counter = counter + 1
    return counter


arr = [1, 2, 3, 4, 2]
n = len(arr)
m = 1
c = 1
print(findOrderedPoints(arr, n, m, c))
","def isValid(arr, i, j, m, c):
    if i >= 0 and i < len(arr) and j >= 0 and j < len(arr[0]) and arr[i][j] == m:
        return True
    return False
"
